,name,last_name,age,gender,time,permanent_country,company,main_industry,wealth_source_details,industry,state,headquarters,countries,annual_income,daily_income,birth_year,name_cleaned
2292,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,291123,1942,adi_godrej
2293,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,402016,1942,adi_godrej
2294,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,184257,1942,adi_godrej
2295,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,205479,1942,adi_godrej
2296,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,227630,1942,adi_godrej
2297,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,207493,1942,adi_godrej
2298,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,143202,1942,adi_godrej
2299,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,173589,1942,adi_godrej
2300,Adi Godrej,Godrej,80,M,2013,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,111024000,176712,1942,adi_godrej
2301,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,115635,1942,adi_godrej
2302,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,197589,1942,adi_godrej
2303,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,181463,1942,adi_godrej
2304,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,244043,1942,adi_godrej
2305,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,383153,1942,adi_godrej
2306,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,502232,1942,adi_godrej
2307,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,298898,1942,adi_godrej
2308,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,466290,1942,adi_godrej
2309,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,640800,1942,adi_godrej
2310,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,205150,1942,adi_godrej
2311,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,304175,1942,adi_godrej
2312,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,291123,1942,adi_godrej
2313,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,402016,1942,adi_godrej
2314,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,184257,1942,adi_godrej
2315,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,205479,1942,adi_godrej
2316,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,227630,1942,adi_godrej
2317,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,207493,1942,adi_godrej
2318,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,143202,1942,adi_godrej
2319,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,173589,1942,adi_godrej
2320,Adi Godrej,Godrej,80,M,2014,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,106260000,176712,1942,adi_godrej
2321,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,115635,1942,adi_godrej
2322,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,197589,1942,adi_godrej
2323,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,181463,1942,adi_godrej
2324,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,244043,1942,adi_godrej
2325,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,383153,1942,adi_godrej
2326,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,502232,1942,adi_godrej
2327,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,298898,1942,adi_godrej
2328,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,466290,1942,adi_godrej
2329,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,640800,1942,adi_godrej
2330,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,205150,1942,adi_godrej
2331,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,304175,1942,adi_godrej
2332,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,291123,1942,adi_godrej
2333,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,402016,1942,adi_godrej
2334,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,184257,1942,adi_godrej
2335,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,205479,1942,adi_godrej
2336,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,227630,1942,adi_godrej
2337,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,207493,1942,adi_godrej
2338,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,143202,1942,adi_godrej
2339,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,173589,1942,adi_godrej
2340,Adi Godrej,Godrej,80,M,2015,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,146736000,176712,1942,adi_godrej
2341,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,115635,1942,adi_godrej
2342,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,197589,1942,adi_godrej
2343,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,181463,1942,adi_godrej
2344,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,244043,1942,adi_godrej
2345,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,383153,1942,adi_godrej
2346,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,502232,1942,adi_godrej
2347,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,298898,1942,adi_godrej
2348,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,466290,1942,adi_godrej
2349,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,640800,1942,adi_godrej
2350,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,205150,1942,adi_godrej
2351,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,304175,1942,adi_godrej
2352,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,291123,1942,adi_godrej
2353,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,402016,1942,adi_godrej
2354,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,184257,1942,adi_godrej
2355,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,205479,1942,adi_godrej
2356,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,227630,1942,adi_godrej
2357,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,207493,1942,adi_godrej
2358,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,143202,1942,adi_godrej
2359,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,173589,1942,adi_godrej
2360,Adi Godrej,Godrej,80,M,2016,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,67254000,176712,1942,adi_godrej
2361,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,115635,1942,adi_godrej
2362,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,197589,1942,adi_godrej
2363,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,181463,1942,adi_godrej
2364,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,244043,1942,adi_godrej
2365,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,383153,1942,adi_godrej
2366,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,502232,1942,adi_godrej
2367,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,298898,1942,adi_godrej
2368,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,466290,1942,adi_godrej
2369,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,640800,1942,adi_godrej
2370,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,205150,1942,adi_godrej
2371,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,304175,1942,adi_godrej
2372,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,291123,1942,adi_godrej
2373,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,402016,1942,adi_godrej
2374,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,184257,1942,adi_godrej
2375,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,205479,1942,adi_godrej
2376,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,227630,1942,adi_godrej
2377,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,207493,1942,adi_godrej
2378,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,143202,1942,adi_godrej
2379,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,173589,1942,adi_godrej
2380,Adi Godrej,Godrej,80,M,2017,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75000000,176712,1942,adi_godrej
2381,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,115635,1942,adi_godrej
2382,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,197589,1942,adi_godrej
2383,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,181463,1942,adi_godrej
2384,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,244043,1942,adi_godrej
2385,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,383153,1942,adi_godrej
2386,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,502232,1942,adi_godrej
2387,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,298898,1942,adi_godrej
2388,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,466290,1942,adi_godrej
2389,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,640800,1942,adi_godrej
2390,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,205150,1942,adi_godrej
2391,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,304175,1942,adi_godrej
2392,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,291123,1942,adi_godrej
2393,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,402016,1942,adi_godrej
2394,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,184257,1942,adi_godrej
2395,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,205479,1942,adi_godrej
2396,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,227630,1942,adi_godrej
2397,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,207493,1942,adi_godrej
2398,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,143202,1942,adi_godrej
2399,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,173589,1942,adi_godrej
2400,Adi Godrej,Godrej,80,M,2018,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,83085000,176712,1942,adi_godrej
2401,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,115635,1942,adi_godrej
2402,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,197589,1942,adi_godrej
2403,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,181463,1942,adi_godrej
2404,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,244043,1942,adi_godrej
2405,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,383153,1942,adi_godrej
2406,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,502232,1942,adi_godrej
2407,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,298898,1942,adi_godrej
2408,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,466290,1942,adi_godrej
2409,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,640800,1942,adi_godrej
2410,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,205150,1942,adi_godrej
2411,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,304175,1942,adi_godrej
2412,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,291123,1942,adi_godrej
2413,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,402016,1942,adi_godrej
2414,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,184257,1942,adi_godrej
2415,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,205479,1942,adi_godrej
2416,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,227630,1942,adi_godrej
2417,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,207493,1942,adi_godrej
2418,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,143202,1942,adi_godrej
2419,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,173589,1942,adi_godrej
2420,Adi Godrej,Godrej,80,M,2019,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,75735000,176712,1942,adi_godrej
2421,Adi Godrej,Godrej,80,M,2020,India-Maharashtra-Mumbai,Godrej,Diversified,consumer goods; Consumer goods; diversified,Diversified; Manufacturing;Consumer Durables,,,ind,52269000,115635,1942,adi_godrej
